Tag_Number,Hazard_Rat,DBH_2022,Notes,Max_PDOP,Corr_Type,GPS_Date,GPS_Time,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,Std_Dev,Point_ID,layer,path,TagNumber,Species Co,LatinName,Species _1,DBH_2019,Azimuth,Dist to Bu,Buil Vinta,Sun,Hazard
"27",Healthy,55.0,,1.6,Real-time SBAS Corrected,2022-11-14,04:57:27pm,Tagged_T,KIAH1114.SSF,"18","18",K Campus Trees,1.132571,"64",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"27",JUNI,Juglans nigra,Black Walnut,52.700000000000003,"90","21",,Partial,"0"
"25",Healthy,49.0,,1.5,Real-time SBAS Corrected,2022-11-14,04:58:30pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,0.969108,"65",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"25",ACPL,Acer platanoides,Norway Maple,47.700000000000003,"90","21",,Partial,"0"
"24",Healthy,6.2,,1.3,Real-time SBAS Corrected,2022-11-14,04:59:21pm,Tagged_T,KIAH1114.SSF,"11","11",K Campus Trees,0.583420,"66",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"24",ACPL,Acer platanoides,Norway Maple,5.500000000000000,"90","21",,Shade,"0"
"23",Healthy,8.0,,1.3,Real-time SBAS Corrected,2022-11-14,05:00:07pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,0.448494,"67",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"23",ACNE,Acer negundo,Boxelder,7.900000000000000,"90","21",,Shade,"1"
"22",Some distress,8.8,,1.3,Real-time SBAS Corrected,2022-11-14,05:00:59pm,Tagged_T,KIAH1114.SSF,"10","10",K Campus Trees,0.492638,"68",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"22",ACPL,Acer platanoides,Norway Maple,8.900000000000000,"90","21",,Shade,"0"
"26",Healthy,12.3,,1.3,Real-time SBAS Corrected,2022-11-14,05:02:02pm,Tagged_T,KIAH1114.SSF,"11","11",K Campus Trees,0.440123,"69",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"26",ACPL,Acer platanoides,Norway Maple,10.800000000000001,"90","21",,Shade,"0"
"56",Healthy,9.5,,1.5,Real-time SBAS Corrected,2022-11-14,05:03:12pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,1.503847,"70",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"56",ACPL,Acer platanoides,Norway Maple,9.300000000000001,"90","21",,Shade,"0"
"57",Healthy,14.8,,1.7,Real-time SBAS Corrected,2022-11-14,05:04:08pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,0.530396,"71",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"57",ACPL,Acer platanoides,Norway Maple,14.199999999999999,"90","21",,Partial,"0"
"78",Some distress,7.0,,1.1,Real-time SBAS Corrected,2022-11-14,05:05:08pm,Tagged_T,KIAH1114.SSF,"11","11",K Campus Trees,0.205224,"72",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"78",ULAM,Ulmus americana,American Elm,7.900000000000000,"90","21",,Partial,"0"
"79",Healthy,7.8,,1.6,Real-time SBAS Corrected,2022-11-14,05:06:00pm,Tagged_T,KIAH1114.SSF,"13","13",K Campus Trees,0.432983,"73",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"79",ACPL,Acer platanoides,Norway Maple,6.400000000000000,"90","21",,Shade,"0"
"77",Healthy,7.6,,1.2,Real-time SBAS Corrected,2022-11-14,05:06:59pm,Tagged_T,KIAH1114.SSF,"10","10",K Campus Trees,0.413474,"74",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"77",CEOC,Celtis occidentalis,Northern Hackberry,6.900000000000000,"90","21",,Shade,"0"
"76",Some distress,8.0,,1.3,Real-time SBAS Corrected,2022-11-14,05:08:28pm,Tagged_T,KIAH1114.SSF,"10","10",K Campus Trees,1.461420,"75",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"76",ACNE,Acer negundo,Boxelder,9.100000000000000,"90","21",,Partial,"0"
"75",Healthy,6.3,,1.2,Real-time SBAS Corrected,2022-11-14,05:09:40pm,Tagged_T,KIAH1114.SSF,"10","10",K Campus Trees,0.668110,"76",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"75",COFL,Cornus florida,Florida Dogwood,6.300000000000000,"90","21",,Partial,"0"
"96",Healthy,15.4,,1.2,Real-time SBAS Corrected,2022-11-14,05:10:34pm,Tagged_T,KIAH1114.SSF,"14","14",K Campus Trees,0.736576,"77",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"96",ACPL,Acer platanoides,Norway Maple,7.100000000000000,"90","21",,Partial,"0"
"95",Healthy,8.0,,1.7,Real-time SBAS Corrected,2022-11-14,05:11:34pm,Tagged_T,KIAH1114.SSF,"13","13",K Campus Trees,1.227509,"78",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"95",ACPL,Acer platanoides,Norway Maple,14.400000000000000,"90","21",,Shade,"0"
"99",Healthy,10.5,,1.7,Real-time SBAS Corrected,2022-11-14,05:12:22pm,Tagged_T,KIAH1114.SSF,"14","14",K Campus Trees,0.535007,"79",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"99",ACPL,Acer platanoides,Norway Maple,9.699999999999999,"90","21",,Shade,"0"
"98",Healthy,14.6,,1.7,Uncorrected,2022-11-14,05:13:49pm,Tagged_T,KIAH1114.SSF,"14","14",K Campus Trees,0.795645,"80",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"98",ULAM,Ulmus americana,American Elm,13.199999999999999,"90","15",Before 1950,Partial,"0"
"329",Healthy,61.3,,1.3,Real-time SBAS Corrected,2022-11-14,05:14:49pm,Tagged_T,KIAH1114.SSF,"25","25",K Campus Trees,1.162230,"81",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"329",ACPL,Acer platanoides,Norway Maple,70.500000000000000,"90","4",Before 1950,Partial,"0"
"101",Some distress,41.6,,1.3,Real-time SBAS Corrected,2022-11-14,05:16:57pm,Tagged_T,KIAH1114.SSF,"24","24",K Campus Trees,1.466623,"82",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"101",ULAM,Ulmus americana,American Elm,38.899999999999999,"90","15",Before 1950,Partial,"0"
"102",Healthy,29.6,,1.2,Real-time SBAS Corrected,2022-11-14,05:18:35pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,0.686795,"83",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"102",ACPL,Acer platanoides,Norway Maple,28.699999999999999,"90","15",Before 1950,Partial,"0"
"100",Healthy,12.6,,1.3,Real-time SBAS Corrected,2022-11-14,05:19:38pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,1.281558,"84",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"100",ACPL,Acer platanoides,Norway Maple,10.500000000000000,"90","21",,Shade,"0"
"103",Healthy,35.0,,1.3,Real-time SBAS Corrected,2022-11-14,05:20:37pm,Tagged_T,KIAH1114.SSF,"17","17",K Campus Trees,0.401016,"85",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"103",ACPL,Acer platanoides,Norway Maple,34.600000000000001,"90","15",Before 1950,Partial,"0"
"110",Healthy,25.7,,1.3,Real-time SBAS Corrected,2022-11-14,05:21:44pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,0.443906,"86",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"110",ACPL,Acer platanoides,Norway Maple,25.500000000000000,"90","21",,Partial,"0"
"109",Healthy,16.2,,1.7,Real-time SBAS Corrected,2022-11-14,05:22:41pm,Tagged_T,KIAH1114.SSF,"13","13",K Campus Trees,0.658678,"87",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"109",ACPL,Acer platanoides,Norway Maple,15.900000000000000,"90","21",,Partial,"0"
"108",Healthy,4.7,,1.2,Real-time SBAS Corrected,2022-11-14,05:23:27pm,Tagged_T,KIAH1114.SSF,"11","11",K Campus Trees,0.674238,"88",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"108",ACPL,Acer platanoides,Norway Maple,4.500000000000000,"90","21",,Partial,"0"
"107",Healthy,10.3,,1.7,Real-time SBAS Corrected,2022-11-14,05:25:05pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,0.981300,"89",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"107",ACPL,Acer platanoides,Norway Maple,10.100000000000000,"90","21",,Partial,"0"
"105",Healthy,25.0,,1.2,Real-time SBAS Corrected,2022-11-14,05:25:58pm,Tagged_T,KIAH1114.SSF,"11","11",K Campus Trees,1.608306,"90",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"105",ACPL,Acer platanoides,Norway Maple,22.800000000000001,"90","21",,Partial,"0"
"104",Healthy,11.2,,1.5,Real-time SBAS Corrected,2022-11-14,05:26:43pm,Tagged_T,KIAH1114.SSF,"13","13",K Campus Trees,1.782272,"91",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"104",ACPL,Acer platanoides,Norway Maple,10.900000000000000,"90","15",Before 1950,Partial,"0"
"332",Healthy,38.3,,1.2,Real-time SBAS Corrected,2022-11-14,05:27:58pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,1.653105,"92",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"332",ACPL,Acer platanoides,Norway Maple,37.899999999999999,"90","4",Before 1950,Partial,"0"
"295",Healthy,33.5,,1.3,Real-time SBAS Corrected,2022-11-14,05:28:54pm,Tagged_T,KIAH1114.SSF,"13","13",K Campus Trees,0.948110,"93",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"295",ROPS,Robinia pseudoacacia,Black Locust,30.500000000000000,"180","4",Before 1950,Partial,"0"
"331",Healthy,26.1,,1.9,Real-time SBAS Corrected,2022-11-14,05:30:00pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,1.648683,"94",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"331",MOAL,Morus alba,White Mulberry,24.500000000000000,"180","10",Before 1950,Partial,"0"
"330",Healthy,31.0,,1.4,Real-time SBAS Corrected,2022-11-14,05:31:02pm,Tagged_T,KIAH1114.SSF,"14","14",K Campus Trees,0.797657,"95",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"330",PIST,Pinus strobus,Eastern White Pine,30.000000000000000,"90","4",Before 1950,Partial,"1"
"125",Healthy,50.7,,1.4,Real-time SBAS Corrected,2022-11-14,05:32:01pm,Tagged_T,KIAH1114.SSF,"16","16",K Campus Trees,1.267367,"96",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"125",ULPA,Ulmus pumila,Siberian Elm,49.200000000000003,"90","15",Before 1950,Partial,"0"
"9999",Healthy,38.3,,1.4,Real-time SBAS Corrected,2022-11-14,05:33:48pm,Tagged_T,KIAH1114.SSF,"10","10",K Campus Trees,1.694146,"97",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,,,,,,,,,,
"9999",Healthy,45.1,,1.6,Uncorrected,2022-11-14,05:35:43pm,Tagged_T,KIAH1114.SSF,"10","10",K Campus Trees,0.380673,"98",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,,,,,,,,,,
"334",Healthy,27.8,,1.4,Uncorrected,2022-11-14,05:36:35pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,0.608391,"99",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"334",PIST,Pinus strobus,Eastern White Pine,26.899999999999999,"360","4",Before 1950,Partial,"1"
"127",Healthy,47.4,,1.7,Real-time SBAS Corrected,2022-11-14,05:37:29pm,Tagged_T,KIAH1114.SSF,"31","31",K Campus Trees,1.418438,"100",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"127",ACPL,Acer platanoides,Norway Maple,45.000000000000000,"90","15",Before 1950,Partial,"0"
"126",Healthy,11.7,,1.8,Real-time SBAS Corrected,2022-11-14,05:39:54pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,1.209832,"101",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"126",TIAM,Tilia americana,American Basswood,9.699999999999999,"90","15",Before 1950,Partial,"0"
"137",Healthy,67.0,,1.4,Real-time SBAS Corrected,2022-11-14,05:41:17pm,Tagged_T,KIAH1114.SSF,"17","17",K Campus Trees,0.815944,"102",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"137",QUAL,Quercus alba,White Oak,66.500000000000000,"360","21",,Partial,"0"
"136",Healthy,21.5,,1.4,Real-time SBAS Corrected,2022-11-14,05:42:34pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,0.997430,"103",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"136",ULAM,Ulmus americana,American Elm,20.300000000000001,"360","21",,Partial,"0"
"138",Healthy,7.0,,1.2,Real-time SBAS Corrected,2022-11-14,05:43:42pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,1.080661,"104",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"138",ACPL,Acer platanoides,Norway Maple,6.200000000000000,"360","21",,Partial,"0"
"139",Healthy,5.9,,1.1,Real-time SBAS Corrected,2022-11-14,05:44:40pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,1.482030,"105",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"139",JUNI,Juglans nigra,Black Walnut,5.800000000000000,"360","15",Before 1950,Partial,"0"
"140",Healthy,8.6,,1.2,Real-time SBAS Corrected,2022-11-14,05:45:32pm,Tagged_T,KIAH1114.SSF,"10","10",K Campus Trees,0.565045,"106",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"140",ACPL,Acer platanoides,Norway Maple,8.500000000000000,"360","15",Before 1950,Partial,"0"
"141",Healthy,8.7,,1.3,Real-time SBAS Corrected,2022-11-14,05:46:23pm,Tagged_T,KIAH1114.SSF,"14","14",K Campus Trees,1.374577,"107",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"141",ACPL,Acer platanoides,Norway Maple,8.100000000000000,"360","15",Before 1950,Partial,"0"
"142",Healthy,6.5,,1.1,Real-time SBAS Corrected,2022-11-14,05:47:32pm,Tagged_T,KIAH1114.SSF,"13","13",K Campus Trees,0.945709,"108",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"142",PRSE4,Prunus serotina,Black Cherry,6.800000000000000,"360","15",Before 1950,Partial,"0"
"143",Healthy,27.8,,1.5,Real-time SBAS Corrected,2022-11-14,05:48:25pm,Tagged_T,KIAH1114.SSF,"17","17",K Campus Trees,1.568949,"109",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"143",ULAM,Ulmus americana,American Elm,25.300000000000001,"360","21",,Partial,"0"
"144",Healthy,32.2,,1.2,Real-time SBAS Corrected,2022-11-14,05:49:36pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,1.345312,"110",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"144",ACPL,Acer platanoides,Norway Maple,31.199999999999999,"360","21",,Partial,"0"
"154",Healthy,17.7,,1.3,Real-time SBAS Corrected,2022-11-14,05:51:42pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,0.980151,"111",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"154",TIAM,Tilia americana,American Basswood,16.800000000000001,"360","21",,Partial,"0"
"153",Healthy,43.4,,1.3,Real-time SBAS Corrected,2022-11-14,05:52:30pm,Tagged_T,KIAH1114.SSF,"10","10",K Campus Trees,1.043108,"112",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"153",ACPL,Acer platanoides,Norway Maple,40.799999999999997,"360","21",,Partial,"0"
"155",Healthy,22.0,,1.5,Real-time SBAS Corrected,2022-11-14,05:53:44pm,Tagged_T,KIAH1114.SSF,"24","24",K Campus Trees,1.411605,"113",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"155",ULAM,Ulmus americana,American Elm,20.100000000000001,"360","21",,Partial,"0"
"156",Healthy,16.3,,1.2,Real-time SBAS Corrected,2022-11-14,05:55:21pm,Tagged_T,KIAH1114.SSF,"13","13",K Campus Trees,1.252731,"114",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"156",ACPL,Acer platanoides,Norway Maple,15.500000000000000,"360","21",,Partial,"0"
"159",Healthy,28.1,,1.1,Real-time SBAS Corrected,2022-11-14,05:56:27pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,1.282269,"115",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"159",ACPL,Acer platanoides,Norway Maple,25.899999999999999,"360","15",Before 1950,Partial,"0"
"160",Healthy,11.0,,1.0,Real-time SBAS Corrected,2022-11-14,05:57:19pm,Tagged_T,KIAH1114.SSF,"11","11",K Campus Trees,0.832771,"116",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"160",ACPL,Acer platanoides,Norway Maple,10.600000000000000,"360","21",,Partial,"0"
"161",Healthy,44.2,,1.1,Real-time SBAS Corrected,2022-11-14,05:57:58pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,2.213506,"117",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"161",ACPL,Acer platanoides,Norway Maple,43.299999999999997,"360","21",,Partial,"0"
"166",Healthy,13.8,,1.1,Real-time SBAS Corrected,2022-11-14,05:58:55pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,0.876927,"118",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"166",ACPL,Acer platanoides,Norway Maple,13.699999999999999,"360","21",,Partial,"0"
"165",Some distress,15.2,,1.1,Real-time SBAS Corrected,2022-11-14,05:59:53pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,2.037038,"119",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"165",ACPL,Acer platanoides,Norway Maple,15.800000000000001,"360","15",Before 1950,Partial,"0"
"164",Healthy,54.9,,1.2,Real-time SBAS Corrected,2022-11-14,06:00:45pm,Tagged_T,KIAH1114.SSF,"26","26",K Campus Trees,2.449395,"120",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"164",ROPS,Robinia pseudoacacia,Black Locust,54.000000000000000,"360","15",Before 1950,Partial,"0"
"162",Healthy,8.7,,1.0,Real-time SBAS Corrected,2022-11-14,06:02:30pm,Tagged_T,KIAH1114.SSF,"12","12",K Campus Trees,0.505641,"121",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"162",TIAM,Tilia americana,American Basswood,7.100000000000000,"360","15",Before 1950,Partial,"0"
"163",Healthy,10.3,,1.0,Real-time SBAS Corrected,2022-11-14,06:03:16pm,Tagged_T,KIAH1114.SSF,"11","11",K Campus Trees,1.301940,"122",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"163",TIAM,Tilia americana,American Basswood,7.900000000000000,"360","15",Before 1950,Partial,"0"
"168",Healthy,25.2,,1.0,Uncorrected,2022-11-14,06:04:18pm,Tagged_T,KIAH1114.SSF,"15","15",K Campus Trees,0.972563,"123",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"168",ACPL,Acer platanoides,Norway Maple,24.800000000000001,"360","21",,Partial,"0"
"171",Healthy,10.2,,1.0,Real-time SBAS Corrected,2022-11-14,06:05:43pm,Tagged_T,KIAH1114.SSF,"11","11",K Campus Trees,1.562497,"124",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"171",ULPA,Ulmus pumila,Siberian Elm,10.300000000000001,"360","21",,Shade,"0"
"170",Healthy,17.7,,1.2,Real-time SBAS Corrected,2022-11-14,06:06:30pm,Tagged_T,KIAH1114.SSF,"14","14",K Campus Trees,0.793156,"125",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"170",TIAM,Tilia americana,American Basswood,30.699999999999999,"360","21",,Partial,"0"
"169",Healthy,62.2,,1.1,Real-time SBAS Corrected,2022-11-14,06:07:17pm,Tagged_T,KIAH1114.SSF,"13","13",K Campus Trees,1.495543,"126",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"169",JUNI,Juglans nigra,Black Walnut,57.399999999999999,"360","21",,Partial,"0"
"175",Healthy,9.4,,1.1,Real-time SBAS Corrected,2022-11-14,06:09:33pm,Tagged_T,KIAH1114.SSF,"16","16",K Campus Trees,0.958269,"127",CampusTrees-KIAH1114,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1114.shp,"175",CEOC,Celtis occidentalis,Northern Hackberry,7.900000000000000,"360","21",,Partial,"0"
"1335",Healthy,48.0,,1.3,Real-time SBAS Corrected,2022-11-01,04:52:07pm,Tagged_T,KIAHGARD-1101-1.SSF,"48","48",K Campus Trees,0.634528,"1",CampusTrees-KIAHGARD-1101-1,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAHGARD-1101-1.shp,"1335",BENI,Betula nigra,River birch,48.399999999999999,"360","21",,Partial,"0"
"205",Some distress,36.0,,1.3,Real-time SBAS Corrected,2022-11-01,05:12:32pm,Tagged_T,KIAHGARD-1101-1.SSF,"31","31",K Campus Trees,0.785661,"2",CampusTrees-KIAHGARD-1101-1,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAHGARD-1101-1.shp,"205",TIAM,Tilia americana,American Basswood,42.100000000000001,"360","21",,Partial,"0"
"202",Some distress,66.5,,1.6,Real-time SBAS Corrected,2022-11-01,05:16:35pm,Tagged_T,KIAHGARD-1101-1.SSF,"21","21",K Campus Trees,1.195238,"3",CampusTrees-KIAHGARD-1101-1,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAHGARD-1101-1.shp,"202",CEOC,Celtis occidentalis,Northern Hackberry,62.899999999999999,"360","21",,Partial,"0"
"238",Healthy,29.0,,1.3,Real-time SBAS Corrected,2022-11-01,05:18:31pm,Tagged_T,KIAHGARD-1101-1.SSF,"12","12",K Campus Trees,0.458792,"4",CampusTrees-KIAHGARD-1101-1,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAHGARD-1101-1.shp,"238",ACPL,Acer platanoides,Norway Maple,28.600000000000001,"180","21",,Partial,"0"
"201",Extreme distress,14.3,,1.4,Real-time SBAS Corrected,2022-11-01,05:19:56pm,Tagged_T,KIAHGARD-1101-1.SSF,"19","19",K Campus Trees,0.846975,"5",CampusTrees-KIAHGARD-1101-1,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAHGARD-1101-1.shp,"201",ACPL,Acer platanoides,Norway Maple,14.000000000000000,"360","21",,Partial,"0"
